SE,Data Engineer,252000,M
SE,Data Engineer,129000,M
MI,Data Analytics Manager,155000,M
MI,Data Analytics Manager,140000,M
SE,Data Engineer,161800,M
SE,Data Engineer,141600,M
SE,Machine Learning Engineer,342300,L
SE,Machine Learning Engineer,176100,L
MI,Data Engineer,100000,M
MI,Data Engineer,70000,M
EN,Data Engineer,85000,M
EN,Data Engineer,65000,M
SE,Data Scientist,138784,M
SE,Data Scientist,83270,M
EN,Data Analyst,75000,M
EN,Data Analyst,70000,M
SE,Data Analyst,204500,M
SE,Data Analyst,138900,M
SE,Machine Learning Engineer,318300,M
SE,Machine Learning Engineer,212200,M
SE,Data Engineer,95000,M
SE,Data Engineer,75000,M
SE,Data Scientist,195000,M
SE,Data Scientist,160000,M
SE,Analytics Engineer,230000,M
SE,Analytics Engineer,143200,M
MI,Data Engineer,100000,M
MI,Data Engineer,70000,M
MI,Business Data Analyst,105000,L
MI,Applied Data Scientist,1700000,L
MI,Data Analyst,38000,M
MI,Data Analyst,35000,M
SE,Data Engineer,145000,M
SE,Data Engineer,115000,M
SE,Data Analyst,168400,M
SE,Data Analyst,105200,M
SE,Applied Scientist,309400,L
SE,Applied Scientist,159100,L
SE,Machine Learning Engineer,190000,M
SE,Machine Learning Engineer,150000,M
MI,Data Engineer,162500,M
MI,Data Engineer,130000,M
SE,Analytics Engineer,150000,M
SE,Analytics Engineer,120000,M
SE,Data Engineer,145000,M
SE,Data Engineer,120000,M
SE,Applied Scientist,222200,L
SE,Applied Scientist,136000,L
SE,Data Analyst,45000,M
SE,Data Analyst,35000,M
SE,Data Engineer,241000,M
SE,Data Engineer,155000,M
SE,Data Engineer,220000,M
SE,Data Engineer,190000,M
MI,Data Scientist,55000,M
MI,Data Scientist,45000,M
EX,Staff Data Analyst,15000,M
MI,ETL Engineer,70000,M
MI,ETL Engineer,47500,M
EN,Data Analyst,85000,M
EN,Data Analyst,75000,M
SE,Data Engineer,160000,M
SE,Data Engineer,140000,M
MI,Machine Learning Engineer,300000,M
MI,Machine Learning Engineer,250000,M
SE,Data Scientist,228000,M
SE,Data Scientist,186000,M
SE,Data Scientist,190000,M
SE,Data Scientist,170000,M
MI,Research Engineer,230000,M
MI,Research Engineer,200000,M
SE,Data Architect,180000,M
SE,Data Architect,115000,M
SE,Data Architect,200000,M
SE,Data Architect,115000,M
SE,Data DevOps Engineer,50000,S
EX,Data Engineer,220000,M
EX,Data Engineer,205000,M
MI,Data Engineer,180000,M
MI,Data Engineer,130000,M
SE,Data Engineer,200000,M
SE,Data Engineer,150000,M
SE,Computer Vision Engineer,215000,M
SE,Computer Vision Engineer,170000,M
SE,Machine Learning Engineer,247500,M
SE,Machine Learning Engineer,172200,M
SE,Data Scientist,224000,M
SE,Data Scientist,176000,M
SE,Data Analyst,120000,M
SE,Data Analyst,75000,M
EN,Data Engineer,1400000,L
SE,Applied Data Scientist,100000,M
MI,AI Developer,100000,M
SE,Data Analyst,140000,M
SE,Data Analyst,120000,M
SE,Data Engineer,128000,M
SE,Data Engineer,81500,M
SE,Data Engineer,145000,M
SE,Data Engineer,115000,M
SE,Data Engineer,185000,M
SE,Data Engineer,140000,M
EX,Head of Data,329500,M
EX,Head of Data,269600,M
SE,Data Quality Analyst,100000,M
SE,Data Quality Analyst,80000,M
SE,Data Scientist,250000,M
SE,Data Scientist,162500,M
MI,AI Developer,200000,M
SE,Data Engineer,145000,M
SE,Data Engineer,100000,M
EX,Data Engineer,145000,M
EX,Data Engineer,115000,M
SE,Data Scientist,203500,M
SE,Data Scientist,152000,M
SE,Data Scientist,239000,L
SE,Data Scientist,122900,L
SE,Data Scientist,237000,M
SE,Data Scientist,145000,M
SE,Data Science Manager,191765,M
SE,Data Science Manager,134236,M
SE,Analytics Engineer,190000,M
SE,Analytics Engineer,112000,M
SE,Data Scientist,84000,L
EN,Data Engineer,85000,M
EN,Data Engineer,65000,M
SE,Data Analyst,135000,M
SE,Data Analyst,105500,M
SE,Research Engineer,293000,M
SE,Research Engineer,185000,M
SE,Data Analyst,80000,M
SE,Data Analyst,70000,M
SE,Data Engineer,220000,M
SE,Data Engineer,160000,M
SE,Data Scientist,175000,M
SE,Data Scientist,145000,M
SE,Data Analyst,200000,M
SE,Data Analyst,148500,M
SE,Data Scientist,45000,M
SE,Data Scientist,36000,M
SE,Data Engineer,240500,L
SE,Data Engineer,123700,L
SE,Analytics Engineer,152900,M
SE,Analytics Engineer,117100,M
SE,Analytics Engineer,173000,M
SE,Analytics Engineer,113000,M
SE,Applied Scientist,260000,L
SE,Applied Scientist,136000,L
EX,Data Engineer,175000,M
EX,Data Engineer,110000,M
SE,Applied Scientist,260000,L
SE,Applied Scientist,136000,L
SE,Research Scientist,130000,M
SE,Research Scientist,110000,M
SE,Applied Scientist,205000,M
SE,Applied Scientist,184000,M
SE,Data Analyst,149500,M
SE,Data Analyst,127075,M
SE,Data Scientist,195000,M
SE,Data Scientist,160000,M
SE,Data Engineer,219535,M
SE,Data Engineer,146115,M
SE,Data Scientist,170000,M
SE,Data Scientist,135000,M
SE,Data Scientist,175000,M
SE,Data Scientist,145000,M
SE,Data Scientist,199000,M
SE,Data Scientist,162000,M
SE,Applied Scientist,222200,L
SE,Applied Scientist,136000,L
EX,Analytics Engineer,221000,M
EX,Analytics Engineer,153000,M
SE,Data Analyst,187000,M
SE,Data Analyst,128000,M
SE,Research Scientist,210000,M
SE,Research Scientist,136000,M
SE,Data Scientist,175000,M
SE,Data Scientist,100000,M
SE,Data Engineer,179000,M
SE,Data Engineer,109000,M
SE,Data Scientist,245000,M
SE,Data Scientist,180000,M
SE,Data Analyst,142000,M
SE,Data Analyst,75000,M
SE,Data Manager,198800,M
SE,Data Manager,105200,M
SE,Data Analyst,125000,M
SE,Data Analyst,112000,M
SE,Data Scientist,210000,M
SE,Data Scientist,155000,M
SE,Data Manager,115000,M
SE,Data Manager,86000,M
SE,Data Scientist,165000,M
SE,Data Scientist,140000,M
SE,Data Analyst,139000,M
SE,Data Analyst,106000,M
EN,Data Analyst,55000,L
SE,AI Developer,275000,S
SE,Machine Learning Researcher,50000,S
MI,Machine Learning Engineer,280700,M
MI,Machine Learning Engineer,150450,M
EN,Data Scientist,70000,L
SE,Data Architect,250500,M
SE,Data Architect,159500,M
SE,Data Engineer,145000,M
SE,Data Engineer,115000,M
SE,Data Analyst,140000,M
SE,Data Analyst,120000,M
EN,Data Scientist,130001,M
EN,Data Scientist,71907,M
MI,Data Scientist,93918,M
MI,Data Scientist,51962,M
SE,Data Analyst,175000,M
SE,Data Analyst,135000,M
EN,Data Engineer,85000,M
EN,Data Engineer,65000,M
SE,Machine Learning Engineer,257000,M
SE,Machine Learning Engineer,147000,M
SE,Data Engineer,222000,M
SE,Data Engineer,175000,M
SE,Data Scientist,203000,M
SE,Data Scientist,133200,M
EN,Applied Scientist,213660,L
EN,Applied Scientist,130760,L
SE,Data Engineer,221000,M
SE,Data Engineer,147000,M
SE,Data Quality Analyst,100000,M
SE,Data Quality Analyst,80000,M
SE,Data Scientist,185900,M
SE,Data Scientist,129300,M
SE,Data Scientist,238000,M
SE,Data Scientist,156000,M
SE,Machine Learning Engineer,304000,M
SE,Machine Learning Engineer,199000,M
MI,Big Data Engineer,45000,M
SE,Data Engineer,150000,M
SE,Data Engineer,130000,M
SE,Data Scientist,140000,M
SE,Data Scientist,110000,M
MI,Data Analyst,90000,M
MI,Data Analyst,75000,M
MI,Research Scientist,161200,M
MI,Research Scientist,84570,M
SE,Data Engineer,240000,M
SE,Data Engineer,183600,M
MI,Data Specialist,130000,M
MI,Data Specialist,80000,M
SE,Data Engineer,250000,M
SE,Data Engineer,150000,M
SE,Data Analytics Manager,160000,M
SE,Data Analytics Manager,120000,M
SE,Machine Learning Engineer,289076,M
SE,Machine Learning Engineer,202353,M
SE,Data Engineer,145000,M
SE,Data Engineer,120000,M
SE,Data Analyst,155000,M
SE,Data Analyst,106000,M
SE,Data Engineer,200000,M
SE,Data Engineer,160000,M
SE,Data Scientist,157750,M
SE,Data Scientist,104650,M
MI,Data Scientist,180000,M
MI,Data Scientist,140000,M
EX,Data Scientist,200000,M
EX,Data Scientist,145000,M
MI,Lead Data Analyst,68000,L
EN,BI Data Engineer,60000,M
SE,Data Scientist,45000,M
SE,Data Scientist,36000,M
EN,Data Engineer,85000,M
EN,Data Engineer,65000,M
MI,Data Engineer,125000,M
MI,Data Engineer,90000,M
SE,Data Analyst,105000,M
SE,Data Analyst,90000,M
SE,Analytics Engineer,179820,M
SE,Analytics Engineer,143860,M
SE,Data Analyst,135000,M
SE,Data Analyst,105500,M
EN,Research Engineer,155000,M
EN,Research Engineer,125000,M
SE,Machine Learning Engineer,241000,M
SE,Machine Learning Engineer,181000,M
SE,Data Scientist,252000,M
SE,Data Scientist,154000,M
EX,Data Architect,180000,M
EX,Data Architect,155000,M
SE,Data Scientist,191765,M
SE,Data Scientist,134236,M
SE,Data Scientist,175000,M
SE,Data Scientist,145000,M
SE,Data Scientist,237000,M
SE,Data Scientist,145000,M
EN,Research Engineer,155000,M
EN,Research Engineer,125000,M
SE,Data Analyst,80000,M
SE,Data Analyst,70000,M
SE,Data Engineer,146000,M
SE,Data Engineer,75000,M
EN,Data Analyst,64200,M
EN,Data Analyst,56100,M
SE,Machine Learning Engineer,170000,M
SE,Machine Learning Engineer,130000,M
SE,Data Analyst,208450,M
SE,Data Analyst,170550,M
SE,Machine Learning Engineer,125000,M
SE,Machine Learning Engineer,100000,M
MI,Data Manager,135000,M
MI,Data Manager,120000,M
SE,Data Scientist,200000,M
SE,Data Scientist,170000,M
SE,Data Scientist,171250,M
SE,Data Scientist,113750,M
SE,Applied Scientist,222200,L
SE,Applied Scientist,136000,L
SE,Applied Scientist,260000,L
SE,Applied Scientist,136000,L
SE,Data Analyst,153600,M
SE,Data Analyst,100500,M
SE,Applied Scientist,205000,M
SE,Applied Scientist,184000,M
SE,Machine Learning Engineer,115000,M
SE,Machine Learning Engineer,95000,M
MI,Data Analyst,182500,M
MI,Data Analyst,121500,M
SE,Data Engineer,203100,M
SE,Data Engineer,114500,M
MI,Data Analyst,60000,M
MI,Data Analyst,45000,M
SE,Data Engineer,252000,M
SE,Data Engineer,129000,M
EN,Data Engineer,92700,M
EN,Data Engineer,61800,M
SE,Data Engineer,160000,M
SE,Data Engineer,130000,M
SE,Data Scientist,258000,M
SE,Data Scientist,190000,M
SE,Data Scientist,170000,M
SE,Data Scientist,135000,M
MI,Data Architect,167500,M
MI,Data Architect,106500,M
SE,Data Scientist,195000,M
SE,Data Scientist,160000,M
MI,Data Engineer,146000,M
MI,Data Engineer,75000,M
EN,Data Engineer,57000,L
EX,Data Engineer,286000,M
EX,Data Engineer,207000,M
SE,Data Analyst,100000,M
SE,Data Analyst,80000,M
SE,Data Engineer,223250,M
SE,Data Engineer,178600,M
EX,Director of Data Science,353200,M
EX,Director of Data Science,249300,M
MI,Machine Learning Scientist,230000,M
MI,Machine Learning Scientist,220000,M
SE,Data Scientist,297300,M
SE,Data Scientist,198200,M
MI,Research Scientist,210000,M
MI,Research Scientist,151800,M
SE,Data Scientist,200000,M
SE,Data Scientist,170000,M
SE,Data Scientist,317070,M
SE,Data Scientist,170730,M
SE,Data Engineer,128000,M
SE,Data Engineer,81500,M
EN,Business Data Analyst,20000,M
SE,AI Developer,108000,M
SE,AI Developer,60000,M
MI,MLOps Engineer,134000,M
MI,MLOps Engineer,124000,M
SE,Data Engineer,171250,M
SE,Data Engineer,113750,M
SE,Data Engineer,165000,M
SE,Data Engineer,132300,M
SE,Data Scientist,225000,M
SE,Data Scientist,175000,M
SE,Data Engineer,230000,M
SE,Data Engineer,124500,M
SE,Machine Learning Engineer,247500,M
SE,Machine Learning Engineer,172200,M
SE,Data Analyst,175000,M
SE,Data Analyst,145000,M
SE,Data Analyst,148700,M
SE,Data Analyst,125600,M
SE,Data Engineer,145000,M
SE,Data Engineer,115000,M
SE,Research Scientist,200000,M
SE,Research Scientist,150000,M
EN,Research Engineer,160000,M
EN,Research Engineer,120000,M
SE,Data Analyst,185000,M
SE,Data Analyst,120250,M
SE,Data Scientist,275300,M
SE,Data Scientist,183000,M
SE,Data Architect,170000,M
SE,Data Architect,125000,M
MI,Data Architect,167500,M
MI,Data Architect,106500,M
SE,Research Scientist,250000,M
SE,Research Scientist,200000,M
MI,Machine Learning Engineer,135000,L
SE,AI Scientist,1500000,L
SE,Machine Learning Engineer,216000,M
SE,Machine Learning Engineer,184000,M
SE,Data Engineer,180000,M
SE,Data Engineer,165000,M
SE,Data Scientist,185900,M
SE,Data Scientist,129300,M
SE,Data Engineer,145000,M
SE,Data Engineer,120000,M
MI,Data Engineer,143865,M
MI,Data Engineer,115092,M
MI,Machine Learning Engineer,130000,M
MI,Machine Learning Engineer,90000,M
SE,Data Scientist,173000,M
SE,Data Scientist,132000,M
SE,Data Analyst,208049,M
SE,Data Analyst,128500,M
SE,Analytics Engineer,179820,M
SE,Analytics Engineer,143860,M
SE,Data Engineer,167500,M
SE,Data Engineer,106500,M
SE,Data Scientist,275300,M
SE,Data Scientist,183500,M
MI,Data Engineer,149600,M
MI,Data Engineer,102000,M
EX,Data Scientist,145000,M
EX,Data Scientist,100000,M
SE,Data Analyst,190000,M
SE,Data Analyst,95000,M
SE,Data Analyst,153600,M
SE,Data Analyst,106800,M
MI,Data Scientist,90000,M
MI,Data Scientist,75000,M
MI,Data Analyst,128000,M
MI,Data Analyst,85000,M
MI,Data Engineer,151000,M
MI,Data Engineer,140000,M
SE,Data Scientist,275300,M
SE,Data Scientist,183500,M
SE,Machine Learning Scientist,220000,M
SE,Machine Learning Scientist,170000,M
SE,Data Analyst,135000,M
SE,Data Analyst,105500,M
SE,Data Analyst,100000,M
SE,Data Analyst,80000,M
EN,Autonomous Vehicle Technician,7000,S
EN,Applied Machine Learning Scientist,40000,M
SE,Data Engineer,160000,M
SE,Data Engineer,145000,M
MI,Data Analyst,154000,M
MI,Data Analyst,143000,M
MI,Data Scientist,65000,M
MI,Data Scientist,42000,M
EN,Data Scientist,190000,M
EN,Data Scientist,120000,M
MI,Data Scientist,70000,M
MI,Data Scientist,42000,M
MI,Data Scientist,90000,M
MI,Data Scientist,60000,M
SE,Data Engineer,150000,M
SE,Data Engineer,111000,M
EX,Data Engineer,265000,M
EX,Data Engineer,235000,M
EN,Data Scientist,112000,L
MI,Data Scientist,70000,M
SE,Data Engineer,160000,M
SE,Data Engineer,130000,M
MI,Data Engineer,75000,M
MI,Data Engineer,60400,M
EN,Data Analyst,85000,M
EN,Data Analyst,75000,M
SE,Data Engineer,252000,M
SE,Data Engineer,129000,M
EN,Data Engineer,92700,M
EN,Data Engineer,61800,M
SE,Lead Data Scientist,164000,L
MI,Data Scientist,56000,M
MI,Data Analyst,83500,M
MI,Data Analyst,52500,M
SE,Data Scientist,201036,M
SE,Data Scientist,134024,M
SE,Data Analyst,165000,M
SE,Data Analyst,140000,M
EN,Data Engineer,62000,M
EN,Data Engineer,58000,M
SE,Data Scientist,172000,M
SE,Data Scientist,115000,M
EN,Data Engineer,125000,M
EN,Data Engineer,90000,M
SE,Data Engineer,163800,M
SE,Data Engineer,126000,M
SE,Data Scientist,237000,M
SE,Data Scientist,145000,M
MI,Data Engineer,90000,M
MI,Data Engineer,90000,M
SE,Data Engineer,139500,M
SE,Data Engineer,109400,M
SE,Data Scientist,258000,M
SE,Data Scientist,190000,M
MI,Data Engineer,145000,M
MI,Data Engineer,120000,M
SE,Data Engineer,205600,L
SE,Data Engineer,105700,L
SE,Data Engineer,252000,M
SE,Data Engineer,129000,M
SE,Data Scientist,239748,M
SE,Data Scientist,159832,M
SE,Data Scientist,186300,M
SE,Data Scientist,102500,M
SE,Data Engineer,165000,M
SE,Data Engineer,132300,M
SE,Data Scientist,190000,M
SE,Data Scientist,126000,M
SE,Data Architect,149040,M
SE,Data Architect,113900,M
SE,Data Engineer,153600,M
SE,Data Engineer,106800,M
SE,Data Engineer,172600,M
SE,Data Engineer,107900,M
SE,Data Analyst,180180,M
SE,Data Analyst,106020,M
SE,Data Architect,376080,M
SE,Data Architect,213120,M
SE,Data Analyst,153600,M
SE,Data Analyst,100500,M
SE,Data Analyst,206500,M
SE,Data Analyst,121600,M
SE,Data Engineer,260000,M
SE,Data Engineer,225000,M
EX,Data Engineer,194500,M
EX,Data Engineer,115500,M
SE,Cloud Database Engineer,170000,L
SE,Applied Machine Learning Scientist,90000,L
EN,Data Analyst,95000,M
EN,Data Analyst,70000,M
SE,Data Engineer,275000,M
SE,Data Engineer,160000,M
SE,Data Analyst,115934,M
SE,Data Analyst,81666,M
SE,Data Scientist,175000,M
SE,Data Scientist,120000,M
SE,Machine Learning Engineer,150000,M
SE,Machine Learning Engineer,120000,M
SE,Research Engineer,200000,M
SE,Research Engineer,175000,M
MI,Data Analyst,206000,M
MI,Data Analyst,130000,M
SE,Data Architect,138000,M
SE,Data Architect,92000,M
SE,Data Manager,65000,M
SE,Data Manager,48000,M
SE,Data Analyst,110000,M
SE,Data Analyst,75000,M
SE,Analytics Engineer,130000,M
SE,Analytics Engineer,87000,M
MI,Data Analyst,160000,M
MI,Data Analyst,112000,M
MI,Data Engineer,162500,M
MI,Data Engineer,130000,M
SE,Data Science Manager,299500,M
SE,Data Science Manager,245100,M
MI,Data Scientist,145000,M
MI,Data Scientist,100000,M
SE,Data Engineer,147100,M
SE,Data Engineer,90700,M
EN,Data Engineer,115100,M
EN,Data Engineer,73900,M
SE,Data Engineer,168400,M
SE,Data Engineer,105200,M
SE,Data Scientist,210000,M
SE,Data Scientist,160000,M
MI,Data Scientist,145000,M
MI,Data Scientist,100000,M
SE,Applied Scientist,222200,L
SE,Applied Scientist,136000,L
MI,Data Analyst,100000,M
MI,Data Analyst,85000,M
MI,Data Engineer,70000,M
MI,Data Engineer,47500,M
EX,Data Scientist,200000,M
EX,Data Scientist,145000,M
MI,Data Engineer,140000,M
MI,Data Engineer,95000,M
SE,Data Analyst,185000,M
SE,Data Analyst,120250,M
MI,Financial Data Analyst,130000,L
SE,Data Scientist,205000,M
SE,Data Scientist,140000,M
SE,Data Scientist,297300,M
SE,Data Scientist,198200,M
SE,Research Scientist,141288,M
SE,Research Scientist,94192,M
SE,Data Infrastructure Engineer,184000,M
SE,Data Infrastructure Engineer,143000,M
SE,Data Analyst,70000,M
SE,Data Analyst,55000,M
SE,Analytics Engineer,275300,M
SE,Analytics Engineer,183500,M
MI,Data Analyst,75000,M
MI,Data Analyst,65000,M
MI,ML Engineer,160000,M
MI,ML Engineer,147000,M
SE,Data Architect,149040,M
SE,Data Architect,113900,M
MI,Software Data Engineer,100000,L
SE,Data Analyst,180180,M
SE,Data Analyst,106020,M
MI,Data Scientist,1400000,L
EN,AI Programmer,70000,L
EN,AI Developer,80000,M
MI,Lead Data Analyst,1500000,L
MI,Machine Learning Engineer,250000,M
MI,Machine Learning Engineer,150000,M
SE,Data Engineer,139500,M
SE,Data Engineer,109400,M
SE,Data Scientist,105000,M
SE,Data Scientist,70000,M
EX,Data Engineer,210914,M
EX,Data Engineer,116704,M
EN,Research Scientist,150000,M
EN,Research Scientist,100000,M
SE,Data Engineer,146000,M
SE,Data Engineer,75000,M
EN,Data Analyst,75000,M
EN,Data Analyst,60000,M
MI,Analytics Engineer,185700,M
MI,Analytics Engineer,165000,M
SE,Data Engineer,160000,M
SE,Data Engineer,130000,M
SE,Data Analyst,169000,M
SE,Data Analyst,110600,M
SE,Data Operations Engineer,193000,M
SE,Data Operations Engineer,136850,M
SE,Machine Learning Engineer,139500,M
SE,Machine Learning Engineer,109400,M
SE,Data Engineer,276000,M
SE,Data Engineer,178500,M
MI,Data Scientist,55000,M
MI,Data Scientist,45000,M
MI,Data Engineer,70000,M
MI,Data Engineer,45000,M
SE,Machine Learning Engineer,161000,M
SE,Machine Learning Engineer,83300,M
SE,Data Engineer,112700,M
SE,Data Engineer,83300,M
SE,Data Engineer,252000,M
SE,Data Engineer,129000,M
SE,BI Developer,130000,L
MI,Data Science Lead,150000,M
SE,Data Engineer,163800,M
SE,Data Engineer,126000,M
SE,ML Engineer,260000,M
SE,ML Engineer,110000,M
SE,Analytics Engineer,170000,M
SE,Analytics Engineer,130000,M
SE,Machine Learning Engineer,247500,M
SE,Machine Learning Engineer,172200,M
SE,Data Scientist,239748,M
SE,Data Scientist,159832,M
SE,Machine Learning Engineer,163800,M
SE,Machine Learning Engineer,126000,M
MI,Data Scientist,128750,M
MI,Data Scientist,106250,M
SE,Data Engineer,252000,M
SE,Data Engineer,129000,M
SE,Data Science Manager,299500,M
SE,Data Science Manager,245100,M
MI,Data Analytics Manager,155000,M
MI,Data Analytics Manager,140000,M
EX,Data Engineer,167500,M
EX,Data Engineer,106500,M
SE,Data Architect,188500,M
SE,Data Architect,117000,M
SE,Data Analyst,250000,M
SE,Data Analyst,138000,M
MI,Data Analyst,130000,M
MI,Data Analyst,100000,M
SE,Deep Learning Researcher,115000,L
SE,Data Engineer,140000,M
SE,Data Engineer,120000,M
SE,BI Analyst,160000,M
SE,BI Analyst,135000,M
MI,Data Science Manager,104500,M
MI,Data Science Manager,70000,M
MI,Data Science Consultant,90000,M
MI,Data Science Consultant,70000,M
SE,Data Engineer,153600,M
SE,Data Engineer,106800,M
EN,Data Engineer,125000,M
EN,Data Engineer,90000,M
MI,Research Scientist,185000,M
MI,Research Scientist,125000,M
SE,Data Analyst,127000,M
SE,Data Analyst,94000,M
SE,Data Scientist,210550,M
SE,Data Scientist,153300,M
MI,Data Scientist,200000,M
MI,Data Scientist,150000,M
SE,Data Analyst,161500,M
SE,Data Analyst,119500,M
SE,Data Analyst,175000,M
SE,Data Analyst,145000,M
SE,Data Scientist,175000,M
SE,Data Scientist,148750,M
SE,Data Analytics Specialist,105000,M
SE,Data Analytics Specialist,85000,M
SE,Research Scientist,215000,M
SE,Research Scientist,146300,M
EN,AI Developer,200000,L
MI,Data Engineer,72000,M
MI,Data Engineer,60000,M
SE,Machine Learning Engineer,153400,M
SE,Machine Learning Engineer,122700,M
MI,Data Engineer,260000,M
MI,Data Engineer,175000,M
SE,Data Scientist,186300,M
SE,Data Scientist,123900,M
MI,Research Scientist,340000,M
MI,Research Scientist,150000,M
SE,Machine Learning Engineer,153400,M
SE,Machine Learning Engineer,122700,M
MI,Data Engineer,250000,M
MI,Data Engineer,175000,M
MI,Data Scientist,60000,M
SE,Data Analyst,185900,M
SE,Data Analyst,121700,M
SE,Data Analyst,153600,M
SE,Data Analyst,106800,M
SE,Software Data Engineer,50000,M
EN,Data Analyst,100000,L
SE,Machine Learning Engineer,247500,M
SE,Machine Learning Engineer,172200,M
EX,Data Engineer,310000,M
EX,Data Engineer,239000,M
SE,Data Analyst,125000,M
SE,Data Analyst,110000,M
EN,Data Analyst,150000,M
EN,Data Analyst,100000,M
SE,Data Scientist,149076,M
SE,Data Scientist,82365,M
MI,Data Engineer,146000,M
MI,Data Engineer,75000,M
SE,Machine Learning Engineer,139500,M
SE,Machine Learning Engineer,109400,M
SE,Data Engineer,139500,M
SE,Data Engineer,109400,M
MI,Data Engineer,149600,M
MI,Data Engineer,102000,M
MI,Data Analyst,80000,M
MI,Data Analyst,40000,M
SE,Data Engineer,252000,M
SE,Data Engineer,129000,M
SE,Data Analyst,95000,M
SE,Data Analyst,85500,M
SE,Data Analyst,185900,M
SE,Data Analyst,121700,M
EN,Research Scientist,150000,M
EN,Research Scientist,100000,M
MI,Data Engineer,145000,M
MI,Data Engineer,125000,M
MI,Data Scientist,150000,M
MI,Data Scientist,97750,M
SE,Data Scientist,201000,M
SE,Data Scientist,122000,M
SE,Data Engineer,252000,M
SE,Data Engineer,129000,M
SE,Data Analyst,120000,M
SE,Data Analyst,75000,M
MI,Data Scientist,116990,M
